"gene_symbol" "FPKM" "count"
"IL15" 2.55122 131
"INPP4B" 2.54564 231
"USP38" 11.6385 1588
"GAB1" 7.01998 1284
"SMARCA5" 9.95275 1825
"SMARCA5-AS1" 3.20697 0
"GUSBP5" 0.353457 15
"FREM3" 0 0
"GYPE" 0.424728 15
"GYPB" 0 0
"GYPA" 0 0
"HHIP-AS1" 0.181036 4
"HHIP" 0 0
"ANAPC10" 4.50447 133
"ABCE1" 22.7282 2118
"OTUD4" 10.1142 1616
"SMAD1" 23.4853 1506
"SMAD1-AS2" 0 0
"MMAA" 2.06904 282
"C4orf51" 0 0
"ZNF827" 0.878143 83
"LINC01095" 0 0
"LSM6" 14.6703 204
"SLC10A7" 2.62283 223
"MIR7849" 0 0
"POU4F2" 0 0
"TTC29" 0.0265821 1
"EDNRA" 4.78833 408
"TMEM184C" 8.69361 572
"PRMT9" 3.47883 217
"ARHGAP10" 10.4773 710
"MIR4799" 0 0
"NR3C2" 1.26067 163
"DCLK2" 0.570917 56
"LRBA" 15.8468 3648
"MAB21L2" 0.0328121 2
"RPS3A" 2177.57 37912
"SNORD73A" 0.0119653 0
"SH3D19" 24.3398 2605
"PRSS48" 0 0
"FAM160A1" 8.91701 926
"PET112" 14.3965 694
"FBXW7" 20.6864 1634
"DEAR" 9.21428 1
"MIR3140" 0 0
"DKFZP434I0714" 0.556924 37
"MIR4453" 0 0
"TMEM154" 47.3564 3389
"TIGD4" 0.0371036 2
"ARFIP1" 13.4221 888
"FHDC1" 5.1529 768
"TRIM2" 3.05235 475
"ANXA2P1" 13.0979 355
"MND1" 3.52311 70
"KIAA0922" 3.48892 399
"TLR2" 2.72444 207
"RNF175" 0.184796 6
"SFRP2" 83.5577 3548
"DCHS2" 0.27405 39
"PLRG1" 14.5864 1091
"FGB" 0.220371 17
"FGA" 0 0
"FGG" 0 0
"LRAT" 0.37752 42
"RBM46" 0 0
"NPY2R" 0 0
"MAP9" 0.407698 69
"GUCY1A3" 2.46478 513
"GUCY1B3" 2.19207 157
"ASIC5" 0 0
"TDO2" 0.92569 33
"CTSO" 13.2005 854
"PDGFC" 3.87937 260
"GLRB" 0.548859 37
"GRIA2" 0.0151735 2
"LOC340017" 0.0707545 2
"FAM198B" 7.17317 784
"TMEM144" 2.12206 157
"RXFP1" 0.0120085 1
"C4orf46" 2.89503 227
"ETFDH" 13.5204 619
"PPID" 13.7518 532
"FNIP2" 4.69945 623
"C4orf45" 0 0
"MIR3688-1" 0 0
"MIR3688-2" 0 0
"RAPGEF2" 3.95257 621
"FSTL5" 0.0640388 7
"NAF1" 6.35037 245
"NPY1R" 1.48229 97
"NPY5R" 0.102637 4
"TKTL2" 0 0
"TMA16" 10.4288 425
"MARCH1" 2.95587 364
"ANP32C" 0.501705 6
"MIR5684" 0 0
"LINC01207" 0.374877 26
"APELA" 0.736678 42
"TRIM61" 0.152768 5
"FAM218A" 0.128125 6
"TRIM60" 0.162493 7
"TMEM192" 4.14035 422
"KLHL2" 4.82495 326
"GK3P" 2.55154 123
"MSMO1" 42.1269 1933
"CPE" 20.6021 1089
"MIR578" 0 0
"TLL1" 0.686382 111
"SPOCK3" 0.0326446 2
"ANXA10" 0 0
"DDX60" 16.9894 2368
"DDX60L" 3.71096 571
"PALLD" 28.2047 2962
"CBR4" 7.73662 606
"SH3RF1" 2.41262 290
"NEK1" 1.8736 236
"CLCN3" 37.0703 5183
"C4orf27" 16.5636 399
"LOC100506085" 0.465409 46
"MFAP3L" 14.0843 1967
"AADAT" 0.640178 32
"LOC100506122" 0.0265989 1
"MIR6082" 0 0
"GALNTL6" 0.0795519 5
"GALNT7" 1.70324 166
"HMGB2" 61.657 1892
"SAP30" 6.12554 132
"SCRG1" 0.180081 3
"HAND2" 0.641594 33
"HAND2-AS1" 0.372934 5
"FBXO8" 11.166 626
"CEP44" 2.89899 270
"MIR4276" 0 0
"HPGD" 71.1316 4492
"GLRA3" 0 0
"ADAM29" 0 0
"GPM6A" 0.410318 34
"WDR17" 0.206165 35
"SPATA4" 0.0816575 2
"ASB5" 0 0
"SPCS3" 32.2274 3362
"VEGFC" 2.7225 122
"NEIL3" 1.6462 86
"AGA" 17.398 785
"LINC01098" 0.0505847 1
"LINC01099" 2.11844 28
"LINC00290" 0 0
"MGC45800" 0 0
"MIR1305" 0 0
"TENM3" 0.138985 35
"DCTD" 33.0162 1434
"FAM92A1P2" 0.280376 15
"WWC2-AS2" 0.234302 11
"WWC2" 1.22857 251
"CLDN22" 0.336106 0
"CLDN24" 0.182444 2
"CDKN2AIP" 11.5362 595
"LOC389247" 0.145314 2
"ING2" 4.15553 221
"RWDD4" 11.8185 670
"TRAPPC11" 8.90403 920
"STOX2" 1.10693 117
"ENPP6" 0.0563987 5
"LOC728175" 0.0502473 2
"IRF2" 17.6205 872
"CASP3" 12.7239 712
"PRIMPOL" 2.19309 109
"CENPU" 18.1 923
"ACSL1" 70.8162 6099
"SLED1" 0.230284 3
"LOC731424" 0.515233 39
"MIR3945" 0 0
"LINC01093" 0.0384777 1
"HELT" 0.107631 2
"SLC25A4" 2.26675 227
"KIAA1430" 9.98192 1088
"SNX25" 1.77641 126
"LRP2BP" 0.220973 26
"ANKRD37" 2.98935 47
"UFSP2" 14.5854 679
"C4orf47" 0.109024 2
"CCDC110" 0.171964 11
"PDLIM3" 1.94942 116
"SORBS2" 1.46569 152
"TLR3" 4.61358 311
"FAM149A" 0.508132 28
"FLJ38576" 0 0
"CYP4V2" 2.72256 291
"KLKB1" 0.0205922 1
"F11" 0 0
"F11-AS1" 0 0
"MTNR1A" 0 0
"FAT1" 7.4635 2580
"LOC339975" 0.113307 6
"LOC100506272" 0 0
"ZFP42" 0.396324 23
"TRIML2" 0 0
"TRIML1" 0.0291781 1
"LINC01060" 0.298974 2
"FRG1" 27.9245 557
"FRG2" 0.178952 8
"DUX4L5" 0 0
"PLEKHG4B" 0.160113 43
"LRRC14B" 0.0307095 1
"CCDC127" 7.08572 205
"SDHA" 21.7396 1129
"LOC102467073" 0.200349 3
"PDCD6" 70.1738 1413
"AHRR" 2.93967 377
"C5orf55" 2.02478 68
"EXOC3" 26.5353 1611
"PP7080" 10.0004 366
"SLC9A3" 0.44625 25
"MIR4456" 0 0
"LOC100996325" 0 0
"CEP72" 2.03707 107
"TPPP" 1.20865 167
"ZDHHC11" 0.210217 12
"BRD9" 7.29037 419
"TRIP13" 4.29279 194
"LOC100506688" 0.583334 45
"NKD2" 5.85782 240
"SLC12A7" 5.93591 719
"MIR4635" 0 0
"CTD-3080P12.3" 0.210531 8
"SLC6A19" 0 0
"SLC6A18" 0 0
"TERT" 0.0232547 2
"MIR4457" 0 0
"CLPTM1L" 27.4311 1266
"SLC6A3" 0 0
"LPCAT1" 7.16601 637
"MIR6075" 0 0
"SDHAP3" 5.84852 132
"LOC728613" 1.43689 81
"MIR4277" 0 0
"MRPL36" 27.1453 265
"NDUFS6" 72.3963 596
"LOC101929034" 0 0
"IRX4" 4.0546 201
"CTD-2194D22.4" 0.205958 7
"MIR548BA" 0 0
"LOC100506858" 0 0
"IRX2" 8.60904 517
"C5orf38" 3.11915 50
"LOC102467074" 0 0
"LINC01019" 0 0
"LOC102467075" 0 0
"IRX1" 1.42391 56
"LOC101929153" 0 0
"LINC01020" 0 0
"CTD-2297D10.2" 0 0
"ADAMTS16" 0 0
"KIAA0947" 4.88339 898
"FLJ33360" 0.227942 12
"MED10" 26.444 519
"UBE2QL1" 0.717786 101
"LINC01018" 0.457941 31
"NSUN2" 21.2995 1593
"SRD5A1" 22.9548 1124
"LOC100505625" 0.0133197 1
"PAPD7" 6.08281 521
"MIR4278" 0 0
"MIR4454" 0 0
"LOC442132" 0.225425 10
"ADCY2" 1.63157 246
"C5orf49" 0.0385818 2
"FASTKD3" 4.16606 145
"MTRR" 11.0008 804
"LOC729506" 0 0
"MIR4458HG" 1.14913 83
"MIR4458" 0 0
"LOC101929284" 0 0
"SEMA5A" 3.57513 985
"MIR4636" 0 0
"CTD-2201E9.1" 0 0
"SNHG18" 1.99857 61
"SNORD123" 22.5113 1
"TAS2R1" 0 0
"LOC285692" 0 0
"FAM173B" 3.61361 210
"CCT5" 46.5379 3536
"CMBL" 1.25973 115
"MARCH6" 9.84893 2220
"ROPN1L-AS1" 0 0
"ROPN1L" 0.279427 5
"MIR6131" 0 0
"LOC101929412" 0 0
"ANKRD33B" 1.07951 234
"DAP" 30.8361 1567
"CTNND2" 0.13574 17
"LINC01194" 0.797091 8
"DNAH5" 0.0219247 8
"TRIO" 3.39516 808
"FAM105A" 3.58099 582
"OTULIN" 5.04779 922
"ANKH" 9.39292 1764
"LOC100130744" 3.49627 122
"MIR4637" 0 0
"LOC101929454" 0 0
"FBXL7" 1.25335 124
"CTD-2350J17.1" 0 0
"MARCH11" 0.031751 1
"LOC101929505" 0.108924 5
"ZNF622" 14.7508 522
"FAM134B" 4.58057 331
"LOC101929524" 0.200225 7
"MYO10" 6.49804 1731
"LOC285696" 0.324599 24
"BASP1" 19.1001 730
"LOC401177" 0 0
"CDH18" 0.189037 15
"GUSBP1" 5.15378 184
"CDH12" 0.223661 22
"PMCHL1" 0 0
"PRDM9" 0 0
"CDH10" 0.0390697 3
"LOC340107" 0 0
"CDH9" 0 0
"LINC01021" 0.558714 12
"LSP1P3" 1.56147 9
"LOC101929645" 0.118958 13
"LOC101929681" 0 0
"CDH6" 0.609029 121
"DROSHA" 5.15957 637
"C5orf22" 7.41073 600
"PDZD2" 6.16406 1674
"MIR4279" 0 0
"GOLPH3" 30.8619 1813
"MTMR12" 14.136 1673
"ZFR" 15.6049 1672
"SUB1" 43.9652 3450
"NPR3" 2.34411 361
"LOC340113" 0 0
"TARS" 28.781 1712
"ADAMTS12" 0.957284 108
"RXFP3" 0 0
"SLC45A2" 0.746527 31
"AMACR" 3.66844 48
"C1QTNF3-AMACR" 0.674625 1
"C1QTNF3" 1.71954 115
"RAI14" 6.22868 699
"TTC23L" 0.0364801 1
"RAD1" 5.1113 539
"BRIX1" 19.2595 490
"DNAJC21" 7.30622 1024
"AGXT2" 0 0
"PRLR" 1.01905 248
"SPEF2" 0.259438 23
"IL7R" 9.7696 998
"CAPSL" 0 0
"LOC100506406" 0 0
"UGT3A1" 0 0
"UGT3A2" 0.0510069 2
"LMBRD2" 3.74677 270
"MIR580" 0 0
"SKP2" 7.46309 546
"NADK2" 6.47973 538
"RANBP3L" 0.0871556 5
"SLC1A3" 4.24442 383
"LOC646719" 2.2899 279
"NIPBL" 7.9366 1857
"C5orf42" 0.904011 235
"NUP155" 5.26679 552
"WDR70" 11.2293 510
"GDNF" 0.269646 22
"GDNF-AS1" 0.0397742 2
"EGFLAM" 3.72259 376
"EGFLAM-AS4" 0.42962 14
"EGFLAM-AS2" 0 0
"LIFR" 4.98515 1174
"LIFR-AS1" 0.555562 42
"MIR3650" 0 0
"OSMR-AS1" 1.75603 19
"LINC01265" 0.351759 5
"OSMR" 12.2035 1456
"RICTOR" 4.06733 902
"FYB" 4.77797 515
"C9" 0.0338265 2
"DAB2" 9.93926 1035
"LOC101926940" 0.211796 2
"LINC00603" 0.116757 1
"PTGER4" 5.37274 410
"TTC33" 3.17657 400
"PRKAA1" 11.4069 1322
"LOC100506548" 5.72572 500
"RPL37" 465.007 15109
"SNORD72" 31.0266 1
"CARD6" 5.88259 544
"C7" 1.37043 124
"MROH2B" 0 0
"C6" 0.0239135 2
"PLCXD3" 0.0335331 6
"OXCT1" 28.2875 2254
"OXCT1-AS1" 1.49192 1
"C5orf51" 7.45087 888
"FBXO4" 9.32253 290
"LOC101926960" 0.296007 12
"GHR" 3.16435 317
"CCDC152" 0.499415 39
"SEPP1" 193.703 2680
"FLJ32255" 1.02115 62
"LOC648987" 1.38683 66
"LOC100506639" 0.68815 22
"ANXA2R" 0.909959 23
"LOC153684" 0.245546 12
"LOC100132356" 0.265989 10
"ZNF131" 10.9874 574
"NIM1K" 0.346249 21
"HMGCS1" 38.2886 4744
"CCL28" 3.70013 54
"C5orf28" 3.9333 239
"C5orf34" 0.668461 37
"PAIP1" 23.5239 1282
"NNT-AS1" 1.41204 104
"NNT" 9.61606 1012
"FGF10" 0.0989344 1
"FGF10-AS1" 0.0497724 2
"LOC100506674" 0.597125 16
"MRPS30" 11.772 411
"HCN1" 0.10234 23
"EMB" 35.5559 3466
"PARP8" 3.3858 561
"LOC100287592" 0 0
"LOC642366" 0.0259375 4
"ISL1" 0.117216 7
"PELO" 7.75749 497
"ITGA1" 3.01799 328
"ITGA2" 7.39502 1338
"MOCS2" 6.0928 515
"LOC257396" 0.524456 27
"FST" 2.50894 98
"NDUFS4" 61.3086 691
"ARL15" 8.48154 460
"MIR581" 0 0
"HSPB3" 1.66251 23
"SNX18" 7.63961 911
"LOC102467080" 0.223007 2
"ESM1" 0.31514 13
"LOC102467081" 1.69083 14
"GZMK" 7.93813 159
"GZMA" 8.42779 139
"CDC20B" 0 0
"GPX8" 4.70089 396
"MIR449A" 0 0
"MIR449B" 0 0
"MIR449C" 0 0
"MCIDAS" 0 0
"CCNO" 1.09528 32
"DHX29" 12.0117 1218
"SKIV2L2" 15.5026 1473
"PPAP2A" 27.683 576
"MIR5687" 0 0
"RNF138P1" 0.819604 107
"SLC38A9" 4.20988 227
"DDX4" 0 0
"IL31RA" 0.283556 19
"IL6ST" 20.7024 4328
"FLJ31104" 0.908877 45
"ANKRD55" 0.329865 18
"LOC102467147" 1.11151 12
"LOC101928448" 0.171526 3
"MAP3K1" 11.5897 2010
"SETD9" 1.81356 64
"MIER3" 4.59209 545
"GPBP1" 14.7299 1519
"ACTBL2" 0.0324958 2
"LOC101928505" 0.0288385 1
"LOC101928539" 0.076322 7
"LOC101928569" 0 0
"PLK2" 34.6016 2158
"GAPT" 1.10818 53
"LOC101928600" 1.8003 42
"RAB3C" 0.365052 7
"PDE4D" 1.47767 272
"PART1" 1.48672 86
"DEPDC1B" 3.67711 201
"ELOVL7" 55.9097 4864
"ERCC8" 5.21865 210
"NDUFAF2" 28.8003 352
"SMIM15" 17.0779 1090
"CTC-436P18.1" 2.05863 1
"ZSWIM6" 2.9082 366
"C5orf64" 0.304302 20
"LOC101928651" 0 0
"LOC100506526" 0 0
"KIF2A" 10.2434 929
"DIMT1" 16.9031 543
"IPO11" 6.26173 388
"LRRC70" 0.755662 36
"IPO11-LRRC70" 2.33994 0
"HTR1A" 0 0
"RNF180" 2.25239 163
"RGS7BP" 0.0618432 5
"FAM159B" 0 0
"SREK1IP1" 7.31493 1155
"CWC27" 10.4713 467
"ADAMTS6" 0.101343 17
"CENPK" 2.86126 103
"PPWD1" 9.46963 431
"TRIM23" 4.02073 352
"TRAPPC13" 7.60168 458
"SGTB" 2.02143 237
"NLN" 2.64425 531
"ERBB2IP" 14.938 2381
"LOC100303749" 0 0
"SREK1" 7.31024 1023
"LOC101928769" 0 0
"MAST4" 10.9938 2049
"LOC101928794" 0.699777 9
"CD180" 0.485996 29
"LOC102467655" 0.999808 6
"PIK3R1" 13.0498 1871
"SLC30A5" 14.5021 1107
"CCNB1" 19.3514 903
"CENPH" 9.18584 259
"MRPS36" 15.2402 407
"CDK7" 24.7167 772
"CCDC125" 2.18361 177
"AK6" 12.7727 202
"TAF9" 31.5577 708
"RAD17" 9.55289 577
"MARVELD2" 3.58224 166
"OCLN" 5.62593 803
"GTF2H2C" 1.58988 21
"GTF2H2C_2" 2.26577 14
"LOC100272216" 0.501571 22
"SERF1A" 0.0049821 0
"SERF1B" 9.93241 0
"SMA4" 2.4097 64
"GUSBP3" 0.770203 57
"SMA5" 1.59522 49
"GUSBP9" 1.6132e-06 8
"GTF2H2B" 3.12969 310
"LOC441081" 0.720654 87
"SMN1" 10.096 0
"SMN2" 2.57684 0
"NAIP" 2.21066 306
"GTF2H2" 3.17797 132
"LOC647859" 6.93157 62
"PMCHL2" 0.359448 14
"BDP1" 3.04902 787
"MCCC2" 15.8473 1305
"CARTPT" 0 0
"MAP1B" 2.82215 789
"MIR4803" 0 0
"MRPS27" 22.5691 1383
"PTCD2" 2.93693 133
"ZNF366" 1.39397 85
"LOC102503427" 0 0
"LOC102477328" 0 0
"TNPO1" 11.4544 2270
"MIR4804" 0 0
"FCHO2" 9.95068 1129
"TMEM171" 1.50766 38
"TMEM174" 0 0
"FOXD1" 0.285361 14
"BTF3" 702.771 13626
"ANKRA2" 4.00852 190
"UTP15" 3.93954 454
"ARHGEF28" 4.83228 607
"LINC01335" 0 0
"LINC01333" 0 0
"ENC1" 2.392 302
"GFM2" 5.93824 424
"HEXB" 45.3915 1828
"NSA2" 60.1598 1588
"FAM169A" 0.832508 114
"GCNT4" 6.31627 485
"ANKRD31" 0.173282 23
"HMGCR" 54.4052 5627
"COL4A3BP" 11.13 1355
"POLK" 2.88291 295
"ANKDD1B" 0 0
"POC5" 3.9256 173
"SV2C" 0.0779849 4
"IQGAP2" 4.70564 523
"F2RL2" 5.12077 384
"NCRUPAR" 2.51451 17
"F2R" 27.6313 2367
"F2RL1" 28.8725 1838
"S100Z" 0.0445412 1
"CRHBP" 0.128688 5
"AGGF1" 11.0044 1125
"ZBED3" 1.21075 35
"SNORA47" 0 0
"ZBED3-AS1" 0.134334 3
"PDE8B" 0.646179 61
"WDR41" 9.22343 516
"OTP" 0 0
"TBCA" 103.861 1178
"LOC101929154" 0 0
"AP3B1" 18.6267 1696
"SCAMP1-AS1" 2.15509 69
"SCAMP1" 12.6561 1819
"LHFPL2" 3.89636 447
"ARSB" 2.01967 274
"DMGDH" 0.227601 15
"BHMT2" 1.1573 65
"BHMT" 0.0549776 3
"JMY" 7.97461 1689
"HOMER1" 4.68095 454
"PAPD4" 12.2659 946
"CMYA5" 0.36847 111
"MTX3" 2.9299 532
"THBS4" 0.488427 35
"CTD-2201I18.1" 0.0670073 2
"SERINC5" 17.3736 2515
"LOC644936" 48.633 1362
"SPZ1" 0 0
"CRSP8P" 2.10491 58
"ZFYVE16" 5.74394 969
"FAM151B" 1.0085 36
"ANKRD34B" 0.045131 4
"DHFR" 10.6067 933
"MSH3" 6.21128 610
"MTRNR2L2" 696.7 13806
"RASGRF2-AS1" 0 0
"RASGRF2" 0.476629 90
"RNU5E-1" 0 0
"RNU5D-1" 0 0
"CKMT2" 0.197831 6
"CKMT2-AS1" 2.27112 113
"ZCCHC9" 15.74 455
"ACOT12" 0 0
"SSBP2" 5.23068 526
"ATG10" 2.61309 138
"RPS23" 245.676 18151
"ATP6AP1L" 0.226975 3
"MIR3977" 0 0
"LINC01338" 0 0
"TMEM167A" 23.1299 2408
"SCARNA18" 0 0
"XRCC4" 5.16837 178
"VCAN" 14.4878 2339
"HAPLN1" 0.0846918 9
"EDIL3" 3.26867 352
"NBPF22P" 0.101971 6
"COX7C" 711.134 3475
"MIR3607" 32.3698 1
"LOC100505878" 0 0
"MIR4280" 0 0
"LOC101929380" 0.497644 15
"RASA1" 10.0165 895
"CCNH" 13.7515 391
"TMEM161B" 4.27611 229
"TMEM161B-AS1" 1.73847 34
"LOC102546226" 0 0
"LINC00461" 0.109124 2
"MIR9-2" 0 0
"MEF2C" 3.80141 531
"MEF2C-AS1" 0 0
"MIR3660" 0 0
"CETN3" 16.747 310
"LOC731157" 0 0
"MBLAC2" 4.05907 393
"POLR3G" 3.8797 284
"LYSMD3" 6.33383 609
"GPR98" 0.0375914 17
"LUCAT1" 2.11332 21
"ARRDC3" 35.4592 3333
"ARRDC3-AS1" 0.585917 32
"NR2F1-AS1" 0.337957 21
"NR2F1" 0.501974 42
"MIR548AO" 0 0
"FAM172A" 6.40621 679
"MIR2277" 1.28678e-160 0
"POU5F2" 0 0
"KIAA0825" 0.514644 86
"ANKRD32" 1.30635 112
"MCTP1" 2.44841 197
"FAM81B" 0 0
"TTC37" 14.8061 1934
"ARSK" 1.96983 147
"GPR150" 0 0
"RFESD" 0.882787 32
"SPATA9" 0.0820552 2
"RHOBTB3" 3.03896 387
"GLRX" 41.9985 895
"C5orf27" 4.00441 162
"ELL2" 26.3298 3653
"MIR583" 0 0
"PCSK1" 0.0678836 8
"CAST" 95.2833 7926
"ERAP1" 29.605 2974
"ERAP2" 1.15914 138
"LNPEP" 6.99086 693
"LIX1" 0.0783082 7
"RIOK2" 7.24894 544
"LINC01340" 0 0
"RGMB" 8.01413 833
"RGMB-AS1" 0.230355 10
"CHD1" 5.17184 768
"LOC100289230" 0.427612 17
"CTD-2151A2.1" 0 0
"LOC100133050" 0.337147 4
"FAM174A" 27.4795 675
"ST8SIA4" 2.26893 325
"SLCO4C1" 0.418747 51
"SLCO6A1" 0 0
"LINC00492" 0 0
"LINC00491" 0.0963361 3
"PAM" 25.1435 3023
"GIN1" 1.43454 114
"PPIP5K2" 6.10341 834
"C5orf30" 2.36975 158
"LOC102467212" 0.182516 1
"NUDT12" 5.06279 395
"RAB9BP1" 0.0994012 1
"LOC102467213" 0 0
"EFNA5" 3.02799 369
"FBXL17" 7.85447 932
"LINC01023" 1.42918 8
"FER" 2.3755 154
"PJA2" 24.3047 2693
"MAN2A1" 7.79442 1279
"LOC100289673" 0 0
"TMEM232" 0.126771 9
"SLC25A46" 21.1747 1067
"TSLP" 0.590981 31
"WDR36" 7.65981 1161
"CAMK4" 0.45436 22
"STARD4" 1.3683 67
"NREP" 16.7432 630
"STARD4-AS1" 0.403567 51
"NREP-AS1" 0 0
"EPB41L4A-AS1" 13.7057 323
"SNORA13" 0 0
"EPB41L4A" 5.89027 629
"LOC101927023" 0.0826334 1
"EPB41L4A-AS2" 1.40799 40
"LOC102467214" 0 0
"LOC102467216" 0 0
"APC" 3.57291 894
"SRP19" 15.4101 478
"REEP5" 46.3362 3206
"DCP2" 3.8165 904
"MCC" 8.72655 1672
"TSSK1B" 0.0555088 3
"YTHDC2" 6.56735 952
"KCNN2" 0.789208 25
"TRIM36" 0.338151 34
"PGGT1B" 7.60556 456
"CCDC112" 2.79038 152
"FEM1C" 4.8495 646
"TICAM2" 0.682447 2
"TMED7-TICAM2" 1.41239 4
"TMED7" 22.0748 1728
"LOC101927100" 1.18604 6
"LOC102467217" 0 0
"CDO1" 0.924367 31
"ATG12" 7.29419 719
"AP3S1" 60.8787 1570
"AQPEP" 0.419389 44
"ARL14EPL" 0 0
"COMMD10" 13.4016 389
"LOC101927190" 0 0
"SEMA6A" 1.63227 258
"CTB-118N6.3" 0.385072 3
"LOC102467223" 1.0807 5
"LINC00992" 0.174936 12
"LOC102467224" 0 0
"LOC100505811" 1.03476 25
"LOC101927280" 0 0
"LOC102467225" 0 0
"DTWD2" 2.78038 315
"MIR1244-1" 15588.8 0
"DMXL1" 4.63138 1217
"TNFAIP8" 31.0204 1377
"HSD17B4" 58.5027 3455
"FAM170A" 0 0
"PRR16" 0.971049 36
"LOC102467226" 0 0
"FTMT" 0 0
"SRFBP1" 4.01321 251
"LOX" 13.1258 1422
"ZNF474" 0.0719798 3
"LOC100505841" 0 0
"SNCAIP" 0.794978 61
"MGC32805" 0.447869 12
"LOC101927379" 0 0
"SNX2" 10.7957 1632
"SNX24" 6.70278 308
"PPIC" 33.9118 833
"PRDM6" 0.208714 14
"CEP120" 3.12968 332
"CSNK1G3" 7.16539 691
"ZNF608" 1.00602 130
"LOC101927421" 0 0
"LOC101927460" 0 0
"LOC102546228" 0 0
"LOC101927488" 0 0
"GRAMD3" 16.6295 998
"ALDH7A1" 19.0188 2137
"PHAX" 8.8669 724
"TEX43" 0 0
"LMNB1" 21.422 1152
"MARCH3" 5.18844 492
"C5orf63" 0.668482 26
"MEGF10" 0.10768 19
"PRRC1" 20.9074 1985
"CTXN3" 0.0852895 3
"LINC01184" 3.15367 206
"SLC12A2" 7.08161 1117
"FBN2" 0.284246 71
"SLC27A6" 2.61832 159
"ISOC1" 19.455 803
"MIR4633" 0 0
"MIR4460" 0 0
"ADAMTS19" 0 0
"KIAA1024L" 0 0
"CHSY3" 0.563271 44
"HINT1" 332.657 3864
"LYRM7" 3.62988 518
"CDC42SE2" 22.5418 1825
"RAPGEF6" 2.69994 522
"FNIP1" 4.17342 628
"LOC728637" 0.102019 3
"ACSL6" 0.373003 54
"IL3" 0 0
"CSF2" 0.216478 3
"P4HA2-AS1" 1.72542 26
"P4HA2" 11.0149 482
"MIR6830" 0 0
"PDLIM4" 6.63963 329
"SLC22A4" 0.444382 21
"SLC22A5" 1.60092 117
"LOC553103" 0.36866 13
"MIR3936" 0 0
"C5orf56" 2.37216 34
"IRF1" 15.9448 1269
"IL5" 0 0
"RAD50" 8.67477 1317
"IL13" 0.0389778 1
"IL4" 0 0
"KIF3A" 1.75306 252
"CCNI2" 0.0880294 5
"SEPT8" 27.5027 2584
"SOWAHA" 0.102976 8
"SHROOM1" 0.931259 79
"GDF9" 0.364762 14
"UQCRQ" 44.5688 1438
"LEAP2" 0.416434 5
"AFF4" 13.8302 3079
"ZCCHC10" 7.81194 356
"HSPA4" 38.1077 2880
"FSTL4" 0.813149 98
"MIR1289-2" 0 0
"C5orf15" 24.8333 1226
"VDAC1" 112.958 4886
"TCF7" 6.49691 417
"SKP1" 123.528 5316
"PPP2CA" 93.6991 5431
"MIR3661" 2502.16 0
"CDKL3" 0.30443 11
"UBE2B" 26.9964 1559
"CDKN2AIPNL" 11.2841 282
"LOC102546229" 0 0
"LOC101927934" 0.232284 5
"JADE2" 4.70668 705
"SAR1B" 9.81052 1482
"SEC24A" 6.23765 898
"CAMLG" 20.1059 971
"DDX46" 14.3634 1868
"C5orf24" 10.9031 1233
"TXNDC15" 7.63364 632
"PCBD2" 3.69641 191
"MIR4461" 45488.7 1127
"CATSPER3" 0.325223 9
"PITX1" 1.69915 88
"C5orf66" 0.871168 47
"H2AFY" 127.872 4790
"C5orf66-AS1" 0 0
"C5orf66-AS2" 0 0
"C5orf20" 2.42673 169
"TIFAB" 4.00911 102
"NEUROG1" 0 0
"CXCL14" 449.116 18889
"LOC340074" 0 0
"SLC25A48" 0.12666 3
"IL9" 0 0
"FBXL21" 0 0
"LECT2" 0 0
"TGFBI" 66.1407 4088
"VTRNA2-1" 0 0
"SMAD5-AS1" 2.22716 85
"SMAD5" 14.9188 2403
"LOC389332" 0 0
"TRPC7" 0 0
"SPOCK1" 1.5391 169
"KLHL3" 0.663353 104
"MIR874" 0 0
"HNRNPA0" 47.9338 3147
"NPY6R" 0 0
"MYOT" 0.212121 8
"PKD2L2" 0.0199109 1
"FAM13B" 6.12555 686
"WNT8A" 0 0
"NME5" 0.205538 5
"BRD8" 9.96834 686
"KIF20A" 6.22289 482
"CDC23" 12.4366 871
"GFRA3" 0.949802 39
"CDC25C" 1.97258 92
"FAM53C" 9.46483 941
"KDM3B" 12.329 1935
"REEP2" 0.678036 33
"EGR1" 30.0439 2093
"ETF1" 60.3968 5089
"HSPA9" 64.1831 5035
"SNORD63" 0 0
"CTNNA1" 92.3516 7819
"LRRTM2" 0.186309 24
"SIL1" 16.929 686
"SNHG4" 2.49731 39
"MATR3" 46.7611 5296
"SNORA74A" 0 0
"PAIP2" 73.4119 2229
"SLC23A1" 1.54949 79
"MZB1" 2.49071 37
"PROB1" 0.966925 70
"SPATA24" 1.76705 19
"DNAJC18" 1.27222 148
"ECSCR" 8.60209 109
"TMEM173" 17.0533 798
"UBE2D2" 35.7323 2136
"CXXC5" 13.8305 409
"LOC101929696" 0 0
"PSD2" 0.00977711 1
"NRG2" 0.622886 55
"LINC01024" 0.375181 20
"PURA" 6.53488 790
"IGIP" 3.31365 210
"CYSTM1" 14.5019 244
"PFDN1" 36.8819 983
"HBEGF" 9.60993 492
"SLC4A9" 0 0
"ANKHD1" 10.2965 134
"ANKHD1-EIF4EBP3" 5.67387 38
"EIF4EBP3" 14.309 32
"SRA1" 12.2031 381
"APBB3" 1.61534 74
"MIR6831" 0 0
"SLC35A4" 42.4912 2477
